Volcano Number,Volcano Name,Country,Activity classification,Class,Sentinel-1 quality,Remote detections (Def/G/T),Detection Type,PEI,Primary volcano type,Activity evidence,Last known eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant rock type,Tectonic setting,Geological summary,,,,,,,,,,,,,,,,
284131,Minami-Hiyoshi,Japan,Marine,–,,,,,Submarine,Eruption observed,1975 C.E.,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",23.500,141.935, 	(107),Trachyandesite/Basaltic trachyandesite,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284132,Nikko,Japan,Marine,–,,,,,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",23.078,142.326, 	(392),Basalt/Picro-basalt,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284133,Fukujin,United States,Marine,–,,,,,Submarine,Eruption observed,1974 C.E.,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.930,143.470, 	(217),Andesite/Basaltic andesite,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284134,Kasuga 1,United States,Marine,–,,,,,Submarine,Eruption observed,1959 C.E.,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.765,143.710, 	(598),Andesite/Basaltic andesite,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284135,Kasuga 2,United States,Marine,–,,,,,Submarine,Evidence credible,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.600,143.637, 	(274),Basalt/Picro-basalt,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284136,NW Eifuku,United States,Marine,–,,,,,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.485,144.043," 	(1,535)",Basalt/Picro-basalt,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284137,Daikoku,United States,Marine,–,,,,,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.324,144.194, 	(323),Andesite/Basaltic andesite,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284140,Farallon de Pajaros,United States,Quiescent Ground-based,B1,,T,Ground-based 1992; ASTER,,Stratovolcano,Eruption observed,1967 C.E.,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.546,144.893, 	337 ,Andesite/Basaltic andesite,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284141,Ahyi,United States,Marine,–,,,,,Submarine,Eruption dated,2014 C.E.,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.420,145.030, 	(75),Andesite/Basaltic andesite,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284142,Supply Reef,United States,Marine,–,,,,,Submarine,Eruption dated,1989 C.E.,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.130,145.100, 	(8),Andesite/Basaltic andesite,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284143,Maug Islands,United States,Quiescent Ground-based,B2,,,Ground-based 1992,,Stratovolcano,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.020,145.220, 	227 ,Basalt/Picro-basalt,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284150,Asuncion,United States,Inactive,C,,,Ground-based 1992,,Stratovolcano,Eruption observed,1906 C.E.,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",19.671,145.406, 	857 ,Andesite/Basaltic andesite,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284160,Agrigan,United States,Inactive,C,,,Ground-based 2013,,Stratovolcano,Eruption observed,1917 C.E.,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",18.770,145.670, 	965 ,Basalt/Picro-basalt,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284170,Pagan,United States,Active,A2,Sentinel?,"Def, G, T",MODIS; ASTER,1,Stratovolcano(es),Eruption observed,2012 C.E.,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",18.130,145.800, 	570 ,Basalt/Picro-basalt,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284180,Alamagan,United States,Quiescent Ground-based,B1,,T,Ground based 1999; ASTER,,Stratovolcano,Eruption dated,870 C.E.,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",17.600,145.830, 	744 ,Andesite/Basaltic andesite,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284190,Guguan,United States,Quiescent Ground-based,B2,,,Ground-based 1992,,Stratovolcano,Eruption observed,1883 C.E.,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",17.307,145.845, 	287 ,Andesite/Basaltic andesite,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284191,Zealandia Bank,United States,Quiescent Ground-based,B2,,,Ground-based 2005,,Stratovolcano,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.880,145.850, 	-   ,Basalt/Picro-basalt,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284192,Sarigan,United States,Quiescent Ground-based,B2,,,Ground-based 2010 seismic,,Stratovolcano,Evidence credible,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.708,145.780, 	538 ,Andesite/Basaltic andesite,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284193,South Sarigan Seamount,United States,Marine,–,,G,,,Submarine,Eruption observed,2010 C.E.,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.580,145.780, 	(184),No data (checked),Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284200,Anatahan,United States,Active,A2,Sentinel?,"G, T",MODIS; ASTER; ground-based deformation,1,Stratovolcano,Eruption observed,2008 C.E.,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.350,145.670, 	790 ,Andesite/Basaltic andesite,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284201,East Diamante,United States,Marine,–,,,,,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.930,145.670, 	(127),Dacite,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284202,Ruby,United States,Marine,–,,,,,Submarine,Eruption observed,1995 C.E.,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.620,145.570, 	(230),Basalt/Picro-basalt,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284210,Esmeralda Bank,United States,Marine,–,,,,,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.000,145.250, 	(43),Basalt/Picro-basalt,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284211,NW Rota-1,United States,Marine,–,,,,,Submarine,Eruption observed,2010 C.E.,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",14.601,144.775, 	(517),Basalt/Picro-basalt,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284220,Forecast Seamount,United States,Marine,–,,,,,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",13.400,143.920," 	(1,456)",No data (checked),Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284230,Seamount X,United States,Marine,–,,,,,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",13.250,144.020," 	(1,230)",Basalt/Picro-basalt,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
284305,Mariana Back-Arc Segment at 15.5°N,United States,Marine,–,,,,,Submarine,Eruption dated,2015 C.E.,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.406,144.506," 	(4,100)",,Subduction zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
285010,Oshima-Oshima,Japan,Inactive,C,,,,,Stratovolcano,Eruption observed,1790 C.E.,"Japan, Taiwan, Marianas",Hokkaido,41.510,139.367, 	732 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285011,Esan,Japan,Quiescent Ground-based,B2,,,Ground-based 2012,,Lava dome(s),Eruption observed,1874 C.E.,"Japan, Taiwan, Marianas",Hokkaido,41.805,141.166, 	618 ,Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285020,Hokkaido-Komagatake,Japan,Active,A1,check on ALOS2,,,5,Stratovolcano,Eruption observed,2000 C.E.,"Japan, Taiwan, Marianas",Hokkaido,42.063,140.677," 	1,131 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285030,Toya,Japan,Active,A1,check on ALOS2,Def,,4,Stratovolcano,Eruption observed,2001 C.E.,"Japan, Taiwan, Marianas",Hokkaido,42.544,140.839, 	733 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285031,Niseko,Japan,Inactive,C,,,,,Stratovolcano(es),Eruption dated,4900 B.C.E.,"Japan, Taiwan, Marianas",Hokkaido,42.875,140.659," 	1,308 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285032,Yoteizan,Japan,Inactive,C,,,,,Stratovolcano,Eruption dated,1050 B.C.E.,"Japan, Taiwan, Marianas",Hokkaido,42.827,140.812," 	1,888 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285034,Kuttara,Japan,Inactive,C,,,,,Stratovolcano(es),Eruption dated,1820 C.E.,"Japan, Taiwan, Marianas",Hokkaido,42.491,141.160, 	549 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285040,Shikotsu,Japan,Quiescent Ground-based,B2,,,Ground-based 1996,,Caldera,Eruption observed,1979 C.E.,"Japan, Taiwan, Marianas",Hokkaido,42.688,141.380," 	1,320 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285041,Rishirizan,Japan,Inactive,C,,,,,Stratovolcano,Eruption dated,5830 B.C.E.,"Japan, Taiwan, Marianas",Hokkaido,45.179,141.242," 	1,721 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285050,Tokachidake,Japan,Active,A1,check on ALOS2,Def,,3,Stratovolcano(es),Eruption observed,2004 C.E.,"Japan, Taiwan, Marianas",Hokkaido,43.418,142.686," 	2,077 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285060,Taisetsuzan,Japan,Inactive,C,,,,,Stratovolcano(es),Eruption dated,1739 C.E.,"Japan, Taiwan, Marianas",Hokkaido,43.664,142.854," 	2,291 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285061,Maruyama,Japan,Inactive,C,,,,,Stratovolcano(es),Eruption observed,1898 C.E.,"Japan, Taiwan, Marianas",Hokkaido,43.418,143.031," 	2,013 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285070,Akan,Japan,Active,A1,check on ALOS2,T,ASTER,3,Caldera,Eruption observed,2008 C.E.,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013," 	1,499 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285080,Kussharo,Japan,Inactive,C,,,,,Caldera,Eruption dated,1320 C.E.,"Japan, Taiwan, Marianas",Hokkaido,43.615,144.427, 	574 ,Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285081,Mashu,Japan,Inactive,C,,,,,Caldera,Eruption dated,1080 C.E.,"Japan, Taiwan, Marianas",Hokkaido,43.572,144.561, 	857 ,Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285082,Rausudake,Japan,Inactive,C,,,,,Stratovolcano,Eruption dated,1800 C.E.,"Japan, Taiwan, Marianas",Hokkaido,44.076,145.122," 	1,660 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285083,Tenchozan,Japan,Inactive,C,,,,,Crater rows,Eruption dated,Unknown,"Japan, Taiwan, Marianas",Hokkaido,44.044,145.086," 	1,046 ",,,,,,,,,,,,,,,,,,,
285090,Shiretoko-Iozan,Japan,Inactive,C,,,,,Stratovolcano,Eruption observed,1936 C.E.,"Japan, Taiwan, Marianas",Hokkaido,44.133,145.161," 	1,562 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
285805,Nigorikawa,Japan,Inactive,C,,,,,Caldera,Unrest / Pleistocene,Unknown,"Japan, Taiwan, Marianas",Hokkaido,42.120,140.450, 	356 ,,Subduction zone/Continental crust (>25 km),"The Mori geothermal field is located in the late-Pleistocene Nigorikawa caldera in SW Hokkaido. The small 3-km-wide caldera along the shores of Uchiura Bay WNW of Komagatake volcano, was formed during a major explosive eruption about 12,000 years ago. The caldera-forming eruption included the emplacement of pyroclastic-fall and -surge deposits and pyroclastic-flow deposits that extend north and west to the Pacific coast. The flat-bottomed caldera floor is intersected by roads and houses of the town of Nigorigawa, and a river of the same name drains the caldera to the northeast through a notch in the caldera rim.",,,,,,,,,,,,,,,,
290010,Tomariyama [Golovnin],Japan - administered by Russia,Inactive,C,,,,,Caldera,Eruption observed,1848 C.E.,Kuril Islands,Kuril Islands,43.844,145.504, 	535 ,Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290020,Raususan [Mendeleev],Japan - administered by Russia,Inactive,C,,,,,Stratovolcano,Eruption observed,1880 C.E.,Kuril Islands,Kuril Islands,43.979,145.733, 	882 ,Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290021,Ruruidake [Smirnov],Japan - administered by Russia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Kuril Islands,Kuril Islands,44.454,146.139," 	1,486 ",Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290030,Chachadake [Tiatia],Japan - administered by Russia,Quiescent Ground-based,B2,,,Ground-based 2012 seismic,,Stratovolcano,Eruption observed,1981 C.E.,Kuril Islands,Kuril Islands,44.353,146.252," 	1,822 ",Basalt/Picro-basalt,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290040,Berutarubesan [Berutarube],Japan - administered by Russia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Kuril Islands,Kuril Islands,44.462,146.932," 	1,221 ",Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290041,Moekeshiwan [Lvinaya Past],Japan - administered by Russia,Inactive,C,,,,,Stratovolcano,Eruption dated,7480 B.C.E.,Kuril Islands,Kuril Islands,44.608,146.994, 	528 ,Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290050,Etorofu-Atosanupuri [Atosanupuri],Japan - administered by Russia,Quiescent,B1,ALOS2?,Def,,2,Stratovolcano,Eruption observed,1932 C.E.,Kuril Islands,Kuril Islands,44.808,147.131," 	1,206 ",Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290060,Hitokappu Volcano Group [Bogatyr Ridge],Japan - administered by Russia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Kuril Islands,Kuril Islands,44.857,147.403," 	1,610 ",Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290061,Unnamed,Japan - administered by Russia,Marine,–,,,,,Submarine,Evidence uncertain,Unknown,Kuril Islands,Kuril Islands,45.022,147.019, 	(195),No data (checked),Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290070,Etorofu-Yakeyama [Grozny Group],Japan - administered by Russia,Active,A2,check on ALOS2,,,,Complex(es),Eruption observed,2013 C.E.,Kuril Islands,Kuril Islands,45.012,147.871," 	1,158 ",Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290072,Odamoisan [Tebenkov],Japan - administered by Russia,Inactive,C,,,,,Stratovolcano,Evidence uncertain,Unknown,Kuril Islands,Kuril Islands,45.028,147.918," 	1,208 ",,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290080,Sashiusudake [Baransky],Japan - administered by Russia,Quiescent Ground-based,B2,,,Ground-based 1992,,Stratovolcano,Eruption observed,1951 C.E.,Kuril Islands,Kuril Islands,45.100,148.019," 	1,125 ",Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290090,Chirippusan [Chirip],Japan - administered by Russia,Inactive,C,,,,,Stratovolcano(es),Eruption observed,1860 C.E.,Kuril Islands,Kuril Islands,45.338,147.920," 	1,587 ",Basalt/Picro-basalt,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290100,Moyorodake [Medvezhia],Japan - administered by Russia,Active,A2,check on ALOS2,G,,2,Stratovolcano,Eruption observed,1999 C.E.,Kuril Islands,Kuril Islands,45.389,148.838," 	1,124 ",Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290110,Rakkibetsudake [Demon],Japan - administered by Russia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Kuril Islands,Kuril Islands,45.500,148.850," 	1,205 ",No data (checked),Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290111,Ivao Group,Russia,Inactive,C,,,,,Pyroclastic cone(s),Evidence credible,Unknown,Kuril Islands,Kuril Islands,45.770,149.680," 	1,426 ",No data (checked),Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290112,Rudakov,Russia,Inactive,C,,,,,Stratovolcano,Evidence uncertain,Unknown,Kuril Islands,Kuril Islands,45.874,149.819, 	532 ,Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290113,Tri Sestry,Russia,Inactive,C,,,,,Stratovolcano,Evidence uncertain,Unknown,Kuril Islands,Kuril Islands,45.930,149.920, 	998 ,Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290120,Kolokol Group,Russia,Quiescent Ground-based,B2,,,Ground-based 2009,,Stratovolcano,Eruption observed,1973 C.E.,Kuril Islands,Kuril Islands,46.042,150.083," 	1,328 ",Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290150,Chirpoi,Russia,Active,A1,Sentinel?,T,MODIS,2,Caldera,Eruption observed,2016 C.E.,Kuril Islands,Kuril Islands,46.532,150.871, 	742 ,Andesite/Basaltic andesite,Subduction zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
290160,Unnamed,Russia,Marine,–,,,,,Submarine,Eruption dated,1972 C.E.,Kuril Islands,Kuril Islands,46.470,151.280, 	(502),No data (checked),Subduction zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
290161,Milna,Russia,Inactive,C,,,,,Stratovolcano,Eruption observed,1914 C.E.,Kuril Islands,Kuril Islands,46.815,151.786," 	1,504 ",Andesite/Basaltic andesite,Subduction zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
290180,Zavaritzki Caldera,Russia,Inactive,C,,,,,Caldera,Eruption observed,1957 C.E.,Kuril Islands,Kuril Islands,46.925,151.950, 	624 ,Andesite/Basaltic andesite,Subduction zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
290190,Prevo Peak,Russia,Inactive,C,,,,,Stratovolcano,Eruption observed,1825 C.E.,Kuril Islands,Kuril Islands,47.020,152.120," 	1,360 ",Basalt/Picro-basalt,Subduction zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
290191,Uratman,Russia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Kuril Islands,Kuril Islands,47.120,152.250, 	678 ,Andesite/Basaltic andesite,Subduction zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
290200,Ketoi,Russia,Quiescent Ground-based,B2,,G,Ground-based 2013,,Stratovolcano,Eruption observed,1960 C.E.,Kuril Islands,Kuril Islands,47.350,152.475," 	1,172 ",Andesite/Basaltic andesite,Subduction zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
290210,Ushishur,Russia,Inactive,C,,,,,Caldera,Eruption observed,1884 C.E.,Kuril Islands,Kuril Islands,47.520,152.800, 	401 ,Andesite/Basaltic andesite,Subduction zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
290211,Srednii,Russia,Marine,–,,,,,Submarine,Evidence credible,Unknown,Kuril Islands,Kuril Islands,47.600,152.920, 	36 ,No data (checked),Subduction zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
290220,Rasshua,Russia,Quiescent Ground-based,B2,,,Ground-based 2013,,Stratovolcano,Eruption observed,1957 C.E.,Kuril Islands,Kuril Islands,47.770,153.020, 	956 ,Andesite/Basaltic andesite,Subduction zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
290240,Sarychev Peak,Russia,Active,A1,Sentinel?,"G, T",MODIS,2,Stratovolcano,Eruption observed,2021 C.E.,Kuril Islands,Kuril Islands,48.092,153.200," 	1,496 ",Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290250,Raikoke,Russia,Active,A1,,G,,,Stratovolcano,Eruption observed,2019 C.E.,Kuril Islands,Kuril Islands,48.292,153.250, 	551 ,Basalt/Picro-basalt,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290260,Chirinkotan,Russia,Active,A1,Sentinel?,"G, T",MODIS,1,Stratovolcano,Eruption observed,2017 C.E.,Kuril Islands,Kuril Islands,48.980,153.480, 	724 ,Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290270,Ekarma,Russia,Active,A2,Sentinel?,,,1,Stratovolcano,Eruption observed,2010 C.E.,Kuril Islands,Kuril Islands,48.958,153.930," 	1,170 ",Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290290,Sinarka,Russia,Active,A1,Sentinel?,,,2,Stratovolcano,Eruption observed,1878 C.E.,Kuril Islands,Kuril Islands,48.873,154.182, 	911 ,Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290300,Kharimkotan,Russia,Quiescent Ground-based,B2,,,Ground-based 2010,,Stratovolcano,Eruption observed,1933 C.E.,Kuril Islands,Kuril Islands,49.120,154.508," 	1,145 ",Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290310,Tao-Rusyr Caldera,Russia,Inactive,C,,,,,Stratovolcano,Eruption observed,1952 C.E.,Kuril Islands,Kuril Islands,49.350,154.700," 	1,325 ",Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290320,Nemo Peak,Russia,Inactive,C,,,,,Caldera,Eruption observed,1938 C.E.,Kuril Islands,Kuril Islands,49.570,154.808," 	1,018 ",Andesite/Basaltic andesite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
290331,Shirinki,Russia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Kuril Islands,Kuril Islands,50.200,154.980, 	761 ,Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
290340,Fuss Peak,Russia,Inactive,C,,,,,Stratovolcano,Eruption observed,1854 C.E.,Kuril Islands,Kuril Islands,50.267,155.246," 	1,742 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
290350,Karpinsky Group,Russia,Inactive,C,,,,,Cone(s),Eruption observed,1952 C.E.,Kuril Islands,Kuril Islands,50.148,155.373," 	1,326 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
290360,Chikurachki,Russia,Active,A1,Sentinel?,G,,2,Stratovolcano(es),Eruption observed,2016 C.E.,Kuril Islands,Kuril Islands,50.324,155.461," 	1,781 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
290370,Vernadskii Ridge,Russia,Inactive,C,,,,,Pyroclastic cone(s),Evidence credible,Unknown,Kuril Islands,Kuril Islands,50.550,155.970," 	1,183 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
290380,Ebeko,Russia,Active,A1,Sentinel?,G,,2,Stratovolcano,Eruption observed,2021 C.E.,Kuril Islands,Kuril Islands,50.686,156.014," 	1,103 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
290390,Alaid,Russia,Active,A1,Sentinel?,"G, T",MODIS,2,Stratovolcano,Eruption observed,2018 C.E.,Kuril Islands,Kuril Islands,50.861,155.565," 	2,285 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
290808,Kuntomintar,Russia,Inactive,C,,,,,Stratovolcano,Unrest / Pleistocene,Unknown,Kuril Islands,Kuril Islands,48.750,154.020, 	828 ,,Subduction zone/Intermediate crust (15–25 km),"Kuntomintar is a Pleistocene andesitic stratovolcano that occupies the southern end of Shiashkotan Island in the central Kuriles. A central cone fills a 4–4.5 km caldera, whose rim is visible on the northeast side. A second caldera on the west side is breached to the west. An Ainu village that reportedly was destroyed by an eruption in 1872 was later found to be located near Sinarka volcano (Gorshkov, 1970). The only known postglacial activity of Kuntomintar is continuous solfataric activity that originates near the east wall of the inner caldera and a nearby hot sulfur spring.",,,,,,,,,,,,,,,,
300001,Mashkovtsev,Russia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.100,156.720, 	503 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300010,Kambalny,Russia,Inactive,A1,,G,,,Stratovolcano,Eruption dated,2017 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.306,156.875," 	2,116 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300020,Koshelev,Russia,Inactive,C,,,,,Stratovolcano,Eruption observed,1690 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.356,156.753," 	1,822 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300021,Yavinsky,Russia,Inactive,C,,,,,Stratovolcano,Eruption dated,4050 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.533,156.629, 	646 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300022,Diky Greben,Russia,Inactive,C,,,,,Lava dome(s),Eruption dated,350 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.452,156.978," 	1,040 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
